Player,Time,ACS,Kills,Death,Assists,Kills - Death,ADR,First Kill,First Death,First Kill - First Death,HS%,Adversário,Mapa,Mapa Pick,Lado de Início,Data,Rounds Vencidos,Rounds Perdidos,Astra,Breach,Brimstone,Cypher,Jett,Kay/O,Killjoy,Omen,Phoenix,Raze,Reyna,Sage,Skye,Sova,Viper,Yoru,Etapa,Campeonato,Bracket,MD
Moonnnn,BEEHIVE eSports,283,16,7,5,9,1540,3,2,1,21%,Haven Girls,Bind,Null,Ataque,25/03/2021,13,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,Protocolo: Gêneses,Oitavas de Final,3
Bizerra,BEEHIVE eSports,248,14,7,5,7,1357,2,1,1,15%,Haven Girls,Bind,Null,Ataque,25/03/2021,13,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,Protocolo: Gêneses,Oitavas de Final,3
bubu,BEEHIVE eSports,242,14,11,2,3,1628,2,1,1,18%,Haven Girls,Bind,Null,Ataque,25/03/2021,13,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Protocolo: Gêneses,Oitavas de Final,3
lezinha,BEEHIVE eSports,166,9,8,5,1,940,2,1,1,14%,Haven Girls,Bind,Null,Ataque,25/03/2021,13,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,Protocolo: Gêneses,Oitavas de Final,3
Rakta,Haven Girls,207,9,14,8,-5,1259,2,5,-3,15%,BEEHIVE eSports,Bind,Null,Defesa,25/03/2021,2,13,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Protocolo: Gêneses,Oitavas de Final,3
HiraLeticia,Haven Girls,202,9,14,1,-5,1373,1,1,0,18%,BEEHIVE eSports,Bind,Null,Defesa,25/03/2021,2,13,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,Protocolo: Gêneses,Oitavas de Final,3
caahteixeiira,Haven Girls,191,9,14,2,-5,1027,1,1,0,23%,BEEHIVE eSports,Bind,Null,Defesa,25/03/2021,2,13,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,Protocolo: Gêneses,Oitavas de Final,3
Jujuu,Haven Girls,129,8,12,1,-4,637,1,1,0,13%,BEEHIVE eSports,Bind,Null,Defesa,25/03/2021,2,13,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,Protocolo: Gêneses,Oitavas de Final,3
Effy,Haven Girls,105,6,14,3,-8,735,0,2,-2,15%,BEEHIVE eSports,Bind,Null,Defesa,25/03/2021,2,13,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,Protocolo: Gêneses,Oitavas de Final,3
Arial,Sekhmet,273,18,14,4,4,1672,2,0,2,23%,ROMPOMPOM,Haven,Null,Defesa,25/03/2021,6,13,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,Protocolo: Gêneses,Oitavas de Final,3
Sukie,Sekhmet,213,12,16,5,-4,1351,4,4,0,4%,ROMPOMPOM,Haven,Null,Defesa,25/03/2021,6,13,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,Protocolo: Gêneses,Oitavas de Final,3
Nanam,Sekhmet,156,11,12,2,-1,859,0,1,-1,6%,ROMPOMPOM,Haven,Null,Defesa,25/03/2021,6,13,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,Protocolo: Gêneses,Oitavas de Final,3
Maria,Sekhmet,153,11,14,3,-3,911,1,0,1,13%,ROMPOMPOM,Haven,Null,Defesa,25/03/2021,6,13,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,Protocolo: Gêneses,Oitavas de Final,3
Athena,Sekhmet,119,7,18,7,-11,665,3,4,-1,19%,ROMPOMPOM,Haven,Null,Defesa,25/03/2021,6,13,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,Protocolo: Gêneses,Oitavas de Final,3
friick,ROMPOMPOM,291,18,12,10,6,1703,1,1,0,8%,Sekhmet,Haven,Null,Ataque,25/03/2021,13,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Protocolo: Gêneses,Oitavas de Final,3
naki,ROMPOMPOM,227,15,11,5,4,1546,1,1,0,17%,Sekhmet,Haven,Null,Ataque,25/03/2021,13,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,Protocolo: Gêneses,Oitavas de Final,3
DudaKUSH,ROMPOMPOM,204,13,14,6,-1,1107,4,4,0,18%,Sekhmet,Haven,Null,Ataque,25/03/2021,13,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,Protocolo: Gêneses,Oitavas de Final,3
pitel,ROMPOMPOM,199,15,9,4,6,1234,0,0,0,18%,Sekhmet,Haven,Null,Ataque,25/03/2021,13,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,Protocolo: Gêneses,Oitavas de Final,3
Janezinha,ROMPOMPOM,183,13,13,5,0,1092,3,4,-1,13%,Sekhmet,Haven,Null,Ataque,25/03/2021,13,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,Protocolo: Gêneses,Oitavas de Final,3
Arial,Sekhmet,282,21,16,8,5,2239,2,1,1,29%,ROMPOMPOM,Ascent,Null,Ataque,25/03/2021,9,13,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,Protocolo: Gêneses,Oitavas de Final,3
Sukie,Sekhmet,245,17,18,5,-1,1556,5,7,-2,22%,ROMPOMPOM,Ascent,Null,Ataque,25/03/2021,9,13,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,Protocolo: Gêneses,Oitavas de Final,3
Nanam,Sekhmet,170,13,16,4,-3,929,0,1,-1,1%,ROMPOMPOM,Ascent,Null,Ataque,25/03/2021,9,13,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,Protocolo: Gêneses,Oitavas de Final,3
Athena,Sekhmet,158,11,20,4,-9,1093,1,0,1,14%,ROMPOMPOM,Ascent,Null,Ataque,25/03/2021,9,13,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Protocolo: Gêneses,Oitavas de Final,3
Maria,Sekhmet,141,10,17,5,-7,852,4,1,3,6%,ROMPOMPOM,Ascent,Null,Ataque,25/03/2021,9,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Protocolo: Gêneses,Oitavas de Final,3
DudaKUSH,ROMPOMPOM,352,24,15,11,9,2255,6,5,1,13%,Sekhmet,Ascent,Null,Defesa,25/03/2021,13,9,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,Protocolo: Gêneses,Oitavas de Final,3
Janezinha,ROMPOMPOM,208,17,17,3,0,1176,2,2,0,28%,Sekhmet,Ascent,Null,Defesa,25/03/2021,13,9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Protocolo: Gêneses,Oitavas de Final,3
friick,ROMPOMPOM,198,16,15,6,1,1194,1,2,-1,8%,Sekhmet,Ascent,Null,Defesa,25/03/2021,13,9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Protocolo: Gêneses,Oitavas de Final,3
pitel,ROMPOMPOM,187,16,12,4,4,1091,0,1,-1,25%,Sekhmet,Ascent,Null,Defesa,25/03/2021,13,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,Protocolo: Gêneses,Oitavas de Final,3
naki,ROMPOMPOM,153,14,13,3,1,1034,1,2,-1,12%,Sekhmet,Ascent,Null,Defesa,25/03/2021,13,9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,Protocolo: Gêneses,Oitavas de Final,3
gabszinha,Skarlatt,355,25,12,3,13,2241,2,2,0,16%,4 duelistas e uma baiter,Bind,Null,Ataque,25/03/2021,13,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,Protocolo: Gêneses,Oitavas de Final,3
nhapsz,Skarlatt,272,19,11,1,8,1420,1,2,-1,11%,4 duelistas e uma baiter,Bind,Null,Ataque,25/03/2021,13,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,Protocolo: Gêneses,Oitavas de Final,3
Yasgmin,Skarlatt,218,13,15,6,-2,1408,5,3,2,16%,4 duelistas e uma baiter,Bind,Null,Ataque,25/03/2021,13,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,Protocolo: Gêneses,Oitavas de Final,3
ScherBi,Skarlatt,188,14,10,4,4,1067,0,1,-1,14%,4 duelistas e uma baiter,Bind,Null,Ataque,25/03/2021,13,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Protocolo: Gêneses,Oitavas de Final,3
nAny,Skarlatt,157,9,14,12,-5,1069,1,1,0,23%,4 duelistas e uma baiter,Bind,Null,Ataque,25/03/2021,13,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,Protocolo: Gêneses,Oitavas de Final,3
Mands,4 duelistas e uma baiter,320,20,17,2,3,1681,4,3,1,29%,Skarlatt,Bind,Null,Defesa,25/03/2021,5,13,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,Protocolo: Gêneses,Oitavas de Final,3
Pepita,4 duelistas e uma baiter,229,14,15,2,-1,1633,2,1,1,24%,Skarlatt,Bind,Null,Defesa,25/03/2021,5,13,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,Protocolo: Gêneses,Oitavas de Final,3
Lunna,4 duelistas e uma baiter,172,9,15,6,-6,1003,0,1,-1,2%,Skarlatt,Bind,Null,Defesa,25/03/2021,5,13,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,Protocolo: Gêneses,Oitavas de Final,3
Karolzinha,4 duelistas e uma baiter,158,9,16,6,-7,1022,2,0,2,24%,Skarlatt,Bind,Null,Defesa,25/03/2021,5,13,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Protocolo: Gêneses,Oitavas de Final,3
beatz,4 duelistas e uma baiter,141,10,17,3,-7,1044,1,4,-3,26%,Skarlatt,Bind,Null,Defesa,25/03/2021,5,13,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,Protocolo: Gêneses,Oitavas de Final,3
gabszinha,Skarlatt,268,26,25,12,1,1658,5,3,2,17%,4 duelistas e uma baiter,Ascent,Null,Defesa,25/03/2021,15,13,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,Protocolo: Gêneses,Oitavas de Final,3
Yasgmin,Skarlatt,225,23,22,4,1,1426,5,4,1,14%,4 duelistas e uma baiter,Ascent,Null,Defesa,25/03/2021,15,13,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,Protocolo: Gêneses,Oitavas de Final,3
nAny,Skarlatt,206,17,23,17,-6,1419,1,6,-5,14%,4 duelistas e uma baiter,Ascent,Null,Defesa,25/03/2021,15,13,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,Protocolo: Gêneses,Oitavas de Final,3
nhapsz,Skarlatt,197,21,18,3,3,1172,2,2,0,12%,4 duelistas e uma baiter,Ascent,Null,Defesa,25/03/2021,15,13,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,Protocolo: Gêneses,Oitavas de Final,3
ScherBi,Skarlatt,131,14,19,5,-5,880,0,0,0,11%,4 duelistas e uma baiter,Ascent,Null,Defesa,25/03/2021,15,13,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,Protocolo: Gêneses,Oitavas de Final,3
Mands,4 duelistas e uma baiter,245,21,23,9,-2,1664,3,5,-2,16%,Skarlatt,Ascent,Null,Ataque,25/03/2021,13,15,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,Protocolo: Gêneses,Oitavas de Final,3
beatz,4 duelistas e uma baiter,239,24,21,11,3,1472,4,2,2,23%,Skarlatt,Ascent,Null,Ataque,25/03/2021,13,15,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,Protocolo: Gêneses,Oitavas de Final,3
Pepita,4 duelistas e uma baiter,233,22,22,8,0,1415,6,4,2,16%,Skarlatt,Ascent,Null,Ataque,25/03/2021,13,15,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,Protocolo: Gêneses,Oitavas de Final,3
Karolzinha,4 duelistas e uma baiter,213,21,20,8,1,1509,2,2,0,26%,Skarlatt,Ascent,Null,Ataque,25/03/2021,13,15,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Protocolo: Gêneses,Oitavas de Final,3
Lunna,4 duelistas e uma baiter,189,19,15,10,4,1255,0,0,0,21%,Skarlatt,Ascent,Null,Ataque,25/03/2021,13,15,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,Protocolo: Gêneses,Oitavas de Final,3
tayhuhu,B4 Angels,406,25,10,4,15,2003,3,2,1,17%,Team Vikings Female,Icebox,Null,Ataque,25/03/2021,13,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,Protocolo: Gêneses,Oitavas de Final,3
Shizue,B4 Angels,311,16,7,7,9,2752,2,1,1,23%,Team Vikings Female,Icebox,Null,Ataque,25/03/2021,13,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Protocolo: Gêneses,Oitavas de Final,3
isa,B4 Angels,256,15,7,4,8,1448,3,2,1,21%,Team Vikings Female,Icebox,Null,Ataque,25/03/2021,13,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,Protocolo: Gêneses,Oitavas de Final,3
celinett,B4 Angels,162,9,8,3,1,1005,0,0,0,3%,Team Vikings Female,Icebox,Null,Ataque,25/03/2021,13,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,Protocolo: Gêneses,Oitavas de Final,3
shyz,B4 Angels,112,6,8,13,-2,1314,1,2,-1,30%,Team Vikings Female,Icebox,Null,Ataque,25/03/2021,13,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,Protocolo: Gêneses,Oitavas de Final,3
isa1,Team Vikings Female,258,12,15,2,-3,1517,4,2,2,9%,B4 Angels,Icebox,Null,Defesa,25/03/2021,3,13,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,Protocolo: Gêneses,Oitavas de Final,3
consu,Team Vikings Female,188,10,14,4,-4,1083,2,0,2,13%,B4 Angels,Icebox,Null,Defesa,25/03/2021,3,13,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,Protocolo: Gêneses,Oitavas de Final,3
hannabacon,Team Vikings Female,144,8,15,1,-7,939,0,5,-5,7%,B4 Angels,Icebox,Null,Defesa,25/03/2021,3,13,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,Protocolo: Gêneses,Oitavas de Final,3
mizi,Team Vikings Female,139,6,12,6,-6,1468,0,1,-1,21%,B4 Angels,Icebox,Null,Defesa,25/03/2021,3,13,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,Protocolo: Gêneses,Oitavas de Final,3
BEAR,Team Vikings Female,97,4,15,5,-11,688,1,1,0,3%,B4 Angels,Icebox,Null,Defesa,25/03/2021,3,13,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,Protocolo: Gêneses,Oitavas de Final,3
shyz,B4 Angels,256,16,20,5,-4,1623,5,4,1,17%,Team Vikings Female,Bind,Null,Ataque,25/03/2021,10,13,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,Protocolo: Gêneses,Oitavas de Final,3
isa,B4 Angels,239,17,19,10,-2,1483,1,3,-2,19%,Team Vikings Female,Bind,Null,Ataque,25/03/2021,10,13,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,Protocolo: Gêneses,Oitavas de Final,3
Shizue,B4 Angels,233,18,20,3,-2,1434,2,3,-1,18%,Team Vikings Female,Bind,Null,Ataque,25/03/2021,10,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Protocolo: Gêneses,Oitavas de Final,3
celinett,B4 Angels,165,12,20,4,-8,1153,2,2,0,22%,Team Vikings Female,Bind,Null,Ataque,25/03/2021,10,13,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,Protocolo: Gêneses,Oitavas de Final,3
tayhuhu,B4 Angels,114,8,19,7,-11,840,0,1,-1,7%,Team Vikings Female,Bind,Null,Ataque,25/03/2021,10,13,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Protocolo: Gêneses,Oitavas de Final,3
isa1,Team Vikings Female,324,25,15,9,10,1954,8,2,6,17%,B4 Angels,Bind,Null,Defesa,25/03/2021,13,10,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,Protocolo: Gêneses,Oitavas de Final,3
hannabacon,Team Vikings Female,252,20,13,7,7,2090,3,4,-1,14%,B4 Angels,Bind,Null,Defesa,25/03/2021,13,10,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,Protocolo: Gêneses,Oitavas de Final,3
BEAR,Team Vikings Female,203,19,15,7,4,1306,0,0,0,24%,B4 Angels,Bind,Null,Defesa,25/03/2021,13,10,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,Protocolo: Gêneses,Oitavas de Final,3
mizi,Team Vikings Female,196,20,10,3,10,1112,1,2,-1,11%,B4 Angels,Bind,Null,Defesa,25/03/2021,13,10,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,Protocolo: Gêneses,Oitavas de Final,3
consu,Team Vikings Female,172,14,18,5,-4,983,1,2,-1,18%,B4 Angels,Bind,Null,Defesa,25/03/2021,13,10,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,Protocolo: Gêneses,Oitavas de Final,3
shyz,B4 Angels,236,23,20,10,3,1472,3,5,-2,13%,Team Vikings Female,Haven,Null,Ataque,25/03/2021,15,13,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,Protocolo: Gêneses,Oitavas de Final,3
tayhuhu,B4 Angels,203,20,19,17,1,1236,3,1,2,17%,Team Vikings Female,Haven,Null,Ataque,25/03/2021,15,13,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Protocolo: Gêneses,Oitavas de Final,3
Shizue,B4 Angels,200,16,21,10,-5,1443,5,3,2,21%,Team Vikings Female,Haven,Null,Ataque,25/03/2021,15,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Protocolo: Gêneses,Oitavas de Final,3
isa,B4 Angels,187,19,18,6,1,1068,3,1,2,16%,Team Vikings Female,Haven,Null,Ataque,25/03/2021,15,13,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,Protocolo: Gêneses,Oitavas de Final,3
celinett,B4 Angels,187,17,18,6,-1,1070,3,1,2,16%,Team Vikings Female,Haven,Null,Ataque,25/03/2021,15,13,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,Protocolo: Gêneses,Oitavas de Final,3
consu,Team Vikings Female,297,28,16,9,12,1941,1,2,-1,12%,B4 Angels,Haven,Null,Defesa,25/03/2021,13,15,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,Protocolo: Gêneses,Oitavas de Final,3
isa1,Team Vikings Female,239,21,19,6,2,1469,6,4,2,20%,B4 Angels,Haven,Null,Defesa,25/03/2021,13,15,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,Protocolo: Gêneses,Oitavas de Final,3
hannabacon,Team Vikings Female,169,17,20,5,-3,935,3,7,-4,11%,B4 Angels,Haven,Null,Defesa,25/03/2021,13,15,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,Protocolo: Gêneses,Oitavas de Final,3
mizi,Team Vikings Female,157,17,21,4,-4,1472,0,1,-1,24%,B4 Angels,Haven,Null,Defesa,25/03/2021,13,15,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,Protocolo: Gêneses,Oitavas de Final,3
BEAR,Team Vikings Female,132,13,19,10,-6,866,1,3,-2,17%,B4 Angels,Haven,Null,Defesa,25/03/2021,13,15,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,Protocolo: Gêneses,Oitavas de Final,3
let,Havan Liberty Female,281,20,20,1,0,2190,7,6,1,26%,Vivo Keyd Athenas,Ascent,Null,Ataque,26/03/2021,10,13,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,Protocolo: Gêneses,Quartas de Final,3
mittens,Havan Liberty Female,191,15,17,6,-2,1713,0,1,-1,35%,Vivo Keyd Athenas,Ascent,Null,Ataque,26/03/2021,10,13,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,Protocolo: Gêneses,Quartas de Final,3
blu,Havan Liberty Female,186,14,18,3,-4,1334,0,1,-1,33%,Vivo Keyd Athenas,Ascent,Null,Ataque,26/03/2021,10,13,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,Protocolo: Gêneses,Quartas de Final,3
sayuri,Havan Liberty Female,169,13,19,14,-6,1133,0,2,-2,19%,Vivo Keyd Athenas,Ascent,Null,Ataque,26/03/2021,10,13,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Protocolo: Gêneses,Quartas de Final,3
may,Havan Liberty Female,159,11,18,9,-7,1382,1,5,-4,10%,Vivo Keyd Athenas,Ascent,Null,Ataque,26/03/2021,10,13,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,Protocolo: Gêneses,Quartas de Final,3
antG,Vivo Keyd Athenas,332,26,15,9,11,1901,6,1,5,15%,Havan Liberty Female,Ascent,Null,Defesa,26/03/2021,13,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,Protocolo: Gêneses,Quartas de Final,3
Dani,Vivo Keyd Athenas,275,23,14,7,9,1612,1,1,0,19%,Havan Liberty Female,Ascent,Null,Defesa,26/03/2021,13,10,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,Protocolo: Gêneses,Quartas de Final,3
biazik,Vivo Keyd Athenas,196,13,15,10,-2,1700,4,1,3,11%,Havan Liberty Female,Ascent,Null,Defesa,26/03/2021,13,10,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,Protocolo: Gêneses,Quartas de Final,3
Aninha,Vivo Keyd Athenas,172,16,15,3,1,1216,1,4,-3,8%,Havan Liberty Female,Ascent,Null,Defesa,26/03/2021,13,10,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,Protocolo: Gêneses,Quartas de Final,3
julEszik,Vivo Keyd Athenas,157,14,14,9,0,930,3,1,2,28%,Havan Liberty Female,Ascent,Null,Defesa,26/03/2021,13,10,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,Protocolo: Gêneses,Quartas de Final,3
sayuri,Havan Liberty Female,267,22,16,8,6,1502,1,1,0,27%,Vivo Keyd Athenas,Haven,Null,Defesa,26/03/2021,11,13,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,Protocolo: Gêneses,Quartas de Final,3
blu,Havan Liberty Female,242,21,15,6,6,1423,4,4,0,30%,Vivo Keyd Athenas,Haven,Null,Defesa,26/03/2021,11,13,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,Protocolo: Gêneses,Quartas de Final,3
let,Havan Liberty Female,207,18,18,3,0,1264,2,4,-2,32%,Vivo Keyd Athenas,Haven,Null,Defesa,26/03/2021,11,13,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,Protocolo: Gêneses,Quartas de Final,3
may,Havan Liberty Female,170,12,17,9,-5,1172,0,1,-1,22%,Vivo Keyd Athenas,Haven,Null,Defesa,26/03/2021,11,13,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,Protocolo: Gêneses,Quartas de Final,3
mittens,Havan Liberty Female,167,13,18,8,-5,995,2,5,-3,20%,Vivo Keyd Athenas,Haven,Null,Defesa,26/03/2021,11,13,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,Protocolo: Gêneses,Quartas de Final,3
biazik,Vivo Keyd Athenas,270,23,17,12,6,1739,5,1,4,28%,Havan Liberty Female,Haven,Null,Ataque,26/03/2021,13,11,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,Protocolo: Gêneses,Quartas de Final,3
antG,Vivo Keyd Athenas,242,22,19,3,3,1419,7,1,6,17%,Havan Liberty Female,Haven,Null,Ataque,26/03/2021,13,11,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,Protocolo: Gêneses,Quartas de Final,3
julEszik,Vivo Keyd Athenas,182,15,17,4,-2,1137,2,3,-1,34%,Havan Liberty Female,Haven,Null,Ataque,26/03/2021,13,11,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,Protocolo: Gêneses,Quartas de Final,3
Aninha,Vivo Keyd Athenas,160,12,17,7,-5,1107,0,0,0,20%,Havan Liberty Female,Haven,Null,Ataque,26/03/2021,13,11,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,Protocolo: Gêneses,Quartas de Final,3
Dani,Vivo Keyd Athenas,133,12,16,5,-4,1550,1,4,-3,16%,Havan Liberty Female,Haven,Null,Ataque,26/03/2021,13,11,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Protocolo: Gêneses,Quartas de Final,3
bstrdd,Gamelanders Purple,405,32,14,4,18,2942,10,4,6,36%,MITYK,Split,Null,Defesa,26/03/2021,13,8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,Protocolo: Gêneses,Quartas de Final,3
Drn,Gamelanders Purple,250,20,12,11,8,1926,0,1,-1,18%,MITYK,Split,Null,Defesa,26/03/2021,13,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,Protocolo: Gêneses,Quartas de Final,3
nat1,Gamelanders Purple,182,14,15,7,-1,987,0,1,-1,9%,MITYK,Split,Null,Defesa,26/03/2021,13,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Protocolo: Gêneses,Quartas de Final,3
naxy,Gamelanders Purple,166,10,16,8,-6,1066,1,0,1,14%,MITYK,Split,Null,Defesa,26/03/2021,13,8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,Protocolo: Gêneses,Quartas de Final,3
daiki,Gamelanders Purple,151,10,16,12,-6,927,2,2,0,18%,MITYK,Split,Null,Defesa,26/03/2021,13,8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,Protocolo: Gêneses,Quartas de Final,3
M1nnie,MITYK,225,16,18,4,-2,1408,0,2,-2,9%,Gamelanders Purple,Split,Null,Ataque,26/03/2021,8,13,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,Protocolo: Gêneses,Quartas de Final,3
Behide,MITYK,219,16,18,4,-2,1319,0,3,-3,8%,Gamelanders Purple,Split,Null,Ataque,26/03/2021,8,13,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,Protocolo: Gêneses,Quartas de Final,3
Lari sa,MITYK,205,15,16,3,-1,1213,5,3,2,26%,Gamelanders Purple,Split,Null,Ataque,26/03/2021,8,13,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,Protocolo: Gêneses,Quartas de Final,3
Myh,MITYK,204,14,16,5,-2,1160,1,2,-1,35%,Gamelanders Purple,Split,Null,Ataque,26/03/2021,8,13,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Protocolo: Gêneses,Quartas de Final,3
Moya,MITYK,167,12,18,5,-6,872,2,3,-1,25%,Gamelanders Purple,Split,Null,Ataque,26/03/2021,8,13,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Protocolo: Gêneses,Quartas de Final,3
